Black,BlackElo,BlackRatingDiff,Event,Opening,Result,Site,Termination,TimeControl,White,WhiteElo,WhiteRatingDiff,Eval,WinElo,EloDiff
olegasD,1710,-7,Rated Bullet tournament https://lichess.org/tournament/6rJRbpuY,Sicilian Defense,1,https://lichess.org/qES5OvsN,Time forfeit,60+0,cocochess,1889,+7,138,1710,179
HistoryRocks,1192,-7,Rated Blitz game,English Defense #2,1,https://lichess.org/sfMQXHY2,Normal,180+0,ltfrsd,1298,+95,97,1192,106
galita,1283,+13,Rated Bullet game,French Defense,0,https://lichess.org/lGh5rEfl,Time forfeit,60+2,rocotoxd,1324,-16,82,1283,41
HistoryRocks,1283,+16,Rated Classical game,Mikenas Defense,0,https://lichess.org/ah3h1KVt,Normal,780+10,cyrusharding,1458,-16,77,1283,175
Credo,1454,+9,Rated Blitz game,French Defense,0,https://lichess.org/ssxICXjh,Normal,300+0,EliasPZ,1403,-10,-178,1454,-51
EDPAUL,1896,+10,Rated Classical game,King's Gambit,0,https://lichess.org/QqajMtvN,Time forfeit,300+5,munchies,1873,-10,40,1896,-23
nichiren1967,1780,-10,Rated Bullet game,Englund Gambit Complex,1,https://lichess.org/BRcxd5Fd,Time forfeit,60+0,colme,1800,+10,212,1780,20
Aurorachess58,1796,+3,Rated Bullet tournament https://lichess.org/tournament/6rJRbpuY,Bird Opening,0,https://lichess.org/BOGRxHcO,Time forfeit,60+0,p00p00p33p33,1429,-3,128,1796,-367
Victor55,1301,+10,Rated Classical game,King's Pawn Game,0,https://lichess.org/Bsku7rmh,Time forfeit,600+8,dinar75,1230,-10,54,1301,-71
Teho1170,1394,-51,Rated Blitz game,King's Gambit Accepted,1,https://lichess.org/QoG50yLm,Normal,60+3,ntiy,1141,+17,156,1394,-253
Byuzich,1428,+11,Rated Classical game,Sicilian Defense,0,https://lichess.org/wg1xbktX,Normal,300+5,leojustino,1443,-11,47,1428,15
vic7,1521,+2,Rated Bullet tournament https://lichess.org/tournament/6rJRbpuY,King's Pawn Game,0,https://lichess.org/Cvh4GbrX,Time forfeit,60+0,denbagus,1045,-3,109,1521,-476
garcapunga,1428,+16,Rated Bullet game,French Defense #2,0,https://lichess.org/Rz0osR39,Time forfeit,120+0,MIHALICH56,1535,-15,98,1428,107
bolang_ka_ne,1649,-11,Rated Blitz game,Semi-Slav Defense,1,https://lichess.org/LY1ILd4O,Time forfeit,300+0,Gambito13193,1644,+11,-21,1649,-5
EVGENY_CH,1590,-72,Rated Classical game,Bishop's Opening,1,https://lichess.org/o8Cbcf0a,Normal,900+8,higiniohuertac,1415,+16,-126,1590,-175
haratlalu672,1720,-13,Rated Classical game,Indian Game,1,https://lichess.org/iEYh9ZLz,Normal,300+8,shocktrooper,1635,+14,36,1720,-85
christopheh,1684,-9,Rated Bullet game,French Defense,1,https://lichess.org/EyzurY6f,Time forfeit,60+1,chucknorrista,1790,+8,82,1684,106
jctello2000,1313,-10,Rated Classical game,Ruy Lopez,1,https://lichess.org/mV5xqSgu,Normal,1140+5,eric55,1326,+11,26,1313,13
SIGART,1475,-5,Rated Bullet tournament https://lichess.org/tournament/6rJRbpuY,Scandinavian Defense,1,https://lichess.org/a3P3KMfq,Normal,60+0,cocochess,1896,+3,356,1475,421
Helg_van_Dar,1500,-349,Rated Classical game,Scandinavian Defense,1,https://lichess.org/uyJTkbId,Normal,360+4,TheY2AProblem,1245,+11,102,1500,-255
Rahstah,1658,-13,Rated Bullet game,Nimzo-Larsen Attack,1,https://lichess.org/qp79aAik,Time forfeit,60+0,Master_Chief,1563,+14,49,1658,-95
AATILA,1672,+1,Rated Bullet tournament https://lichess.org/tournament/6rJRbpuY,Vienna Game,2,https://lichess.org/dYoGZruf,Time forfeit,60+0,olegasD,1703,-1,95,1672,31
man2014,1678,-13,Rated Blitz game,French Defense,1,https://lichess.org/yYdev417,Normal,300+0,sausky77,1642,+11,9,1678,-36
nicksart,1528,+4,Rated Blitz game,Slav Defense,0,https://lichess.org/xDLm43fI,Normal,240+1,vucetica,1237,-14,-57,1528,-291
Lediamov,1972,-5,Rated Blitz game,Indian Game,1,https://lichess.org/W3Nm8Wy9,Normal,180+0,rabetabbevon,2191,+18,81,1972,219
chessboy1000,1454,-2,Rated Blitz game,Queen's Pawn,1,https://lichess.org/qpb2OIW6,Normal,300+0,knucklesthebully,1928,+2,134,1454,474
INALEVA,1980,+5,Rated Classical game,Queen's Gambit Declined,0,https://lichess.org/rnUCsmfp,Normal,480+0,jfsurban,1733,-4,-27,1980,-247
FrancoPerafan17,1644,+169,Rated Blitz game,King's Pawn Game,0,https://lichess.org/NiBFXzmW,Normal,360+0,starstryder,1777,-11,-12,1644,133
bryanbegu,1488,+7,Rated Blitz game,Horwitz Defense,0,https://lichess.org/IfS6kilT,Time forfeit,180+0,ltfrsd,1393,-73,12,1488,-95
honam,1527,+12,Rated Classical game,Caro-Kann Defense,0,https://lichess.org/ruGAwPEm,Normal,600+0,wpolo65,1538,-11,26,1527,11
Miicou,1652,+48,Rated Classical game,Four Knights Game,0,https://lichess.org/Trzt67ze,Normal,600+0,pozor,1835,-15,213,1652,183
Vytas123,1524,-15,Rated Classical game,King's Pawn Game,1,https://lichess.org/fwP7GnaQ,Time forfeit,1500+4,Arkadij,1400,+15,-2,1524,-124
Aurorachess58,1799,+1,Rated Bullet tournament https://lichess.org/tournament/6rJRbpuY,French Defense,0,https://lichess.org/ZwoFK9yS,Time forfeit,60+0,kqbnrp,1257,-3,49,1799,-542
BostonMark01,1452,-10,Rated Classical game,Queen's Pawn,1,https://lichess.org/1hFegVD8,Normal,1200+0,lexspec,1478,+11,124,1452,26
MATH_ERROR,1918,+13,Rated Bullet game,Scotch Game,0,https://lichess.org/Wjr7wW2Q,Normal,60+0,danielcuva,1999,-13,72,1918,81
EliasPZ,1393,-8,Rated Blitz game,Sicilian Defense,1,https://lichess.org/5vFrCMbV,Normal,300+0,Credo,1463,+9,126,1393,70
jensen7ice,1731,-12,Rated Bullet game,Mieses Opening,1,https://lichess.org/yLn15WAt,Time forfeit,60+0,Cincinnatus,1658,+16,116,1731,-73
superca,1418,-8,Rated Classical game,Sicilian Defense,1,https://lichess.org/D3AfEqIx,Normal,300+5,sendia,1533,+8,-8,1418,115
vova351,1811,+2,Rated Bullet tournament https://lichess.org/tournament/6rJRbpuY,Rat Defense,0,https://lichess.org/aMeyeXuO,Normal,60+0,p00p00p33p33,1426,-2,-20,1811,-385
chessboy1000,1452,-1,Rated Blitz game,Queen's Pawn,1,https://lichess.org/6nlDHgcc,Normal,300+0,knucklesthebully,1930,+2,158,1452,478
tonyjacl,1617,-7,Rated Classical game,Sicilian Defense,1,https://lichess.org/E26W68oS,Normal,300+8,ronald40,1736,+7,7,1617,119
cocochess,1899,-26,Rated Bullet tournament https://lichess.org/tournament/6rJRbpuY,Sicilian Defense #2,1,https://lichess.org/x8br3bpF,Time forfeit,60+0,vic7,1523,+22,4,1899,-376
hemayatgar,1361,-9,Rated Blitz game,King's Gambit Accepted,1,https://lichess.org/YenI3F1r,Normal,300+3,daxdaxdaxdax,1513,+6,61,1361,152
colme,1810,-12,Rated Bullet game,Sicilian Defense,1,https://lichess.org/fNdk4tNo,Time forfeit,60+0,nichiren1967,1770,+12,57,1810,-40
Amazing-Grace,1351,+41,Rated Classical game,Robatsch (Modern) Defense,0,https://lichess.org/Q8TmiP3A,Normal,480+1,nogueking,1283,-9,3,1351,-68
Srael,1517,-71,Rated Blitz game,Sicilian Defense,1,https://lichess.org/o3SOxtUF,Normal,180+2,chessace,1573,+9,69,1517,56
Simone,1587,-6,Rated Blitz game,Queen's Pawn Game,1,https://lichess.org/9OqBSLGB,Normal,300+0,sjgarcia82,1736,+6,30,1587,149
dancingbear,1888,-2,Rated Blitz game,Horwitz Defense,2,https://lichess.org/KS8OMALD,Normal,180+2,christopheh,1827,+1,66,1888,-61
KB5252,1540,+13,Rated Classical game,Englund Gambit Complex,0,https://lichess.org/xxr7vcIL,Normal,480+0,Snowden,1602,-14,403,1540,62
denbagus,1042,-4,Rated Bullet tournament https://lichess.org/tournament/6rJRbpuY,Philidor Defense,1,https://lichess.org/7zzesH86,Time forfeit,60+0,p00p00p33p33,1424,+2,78,1042,382
polyakov,1377,+7,Rated Blitz game,Queen's Gambit Accepted,0,https://lichess.org/3e7AEqzh,Normal,180+0,vucetica,1223,-24,-95,1377,-154
gregorc,1649,+12,Rated Classical game,Sicilian Defense,0,https://lichess.org/fiMn7O8k,Normal,900+0,lorenzopetrecca,1671,-12,8,1649,22
olegasD,1702,-12,Rated Bullet tournament https://lichess.org/tournament/6rJRbpuY,Caro-Kann Defense,1,https://lichess.org/cdeGmypv,Time forfeit,60+0,AATILA,1673,+13,-84,1702,-29
Master_Chief,1577,-9,Rated Bullet game,French Defense,1,https://lichess.org/Iehd14OS,Normal,60+0,Rahstah,1645,+8,75,1577,68
MasterBR,1300,-5,Rated Classical game,Sicilian Defense,1,https://lichess.org/T2SrHc6X,Normal,480+0,Samuca18,1538,+4,-140,1300,238
nicksart,1532,-13,Rated Blitz game,French Defense,1,https://lichess.org/YDYpyGcZ,Normal,240+1,betsileo85,1481,+13,39,1532,-51
Palomita-10,1239,+40,Rated Classical game,French Defense,0,https://lichess.org/Cm1bMfna,Normal,1200+10,subzero,1499,-21,124,1239,260
ntiy,1158,-6,Rated Blitz game,Caro-Kann Defense,1,https://lichess.org/6xu17ijq,Normal,60+3,Teho1170,1343,+15,-1,1158,185
Orko,1467,+7,Rated Classical game,King's Knight Opening,0,https://lichess.org/mcXk0exB,Time forfeit,780+3,figur,1303,-7,185,1467,-164
chanakya,1378,+14,Rated Blitz game,Queen's Gambit Accepted,0,https://lichess.org/HTXmKiVn,Normal,300+0,denic-0999,1459,-13,168,1378,81
ralphjos,1820,+4,Rated Bullet game,Saragossa Opening,0,https://lichess.org/CgIsHOTI,Normal,120+1,chessito,1531,-3,2,1820,-289
vova351,1813,-12,Rated Bullet tournament https://lichess.org/tournament/6rJRbpuY,Mieses Opening,1,https://lichess.org/7MYHOrp2,Normal,60+0,Aurorachess58,1800,+14,16,1813,-13
QQ__UM,1759,-12,Rated Classical game,Russian Game,1,https://lichess.org/BCXIwskU,Time forfeit,600+0,benistar,1739,+12,26,1759,-20
byrongagain,1570,-9,Rated Blitz game,Italian Game,1,https://lichess.org/ZTRvLyIe,Normal,300+0,obtainedmist,1607,+9,107,1570,37
kzildjian_vf2,987,-15,Rated Blitz game,Horwitz Defense,1,https://lichess.org/rjtyNhs3,Normal,420+0,Prefierolasdamas,1145,+7,110,987,158
galita,1296,+9,Rated Bullet game,Queen's Gambit Declined,0,https://lichess.org/SUNols2e,Time forfeit,60+2,VishyFan,1258,-10,62,1296,-38
Rahstah,1653,+8,Rated Bullet game,Nimzo-Larsen Attack,0,https://lichess.org/Mcmtxhdv,Time forfeit,60+0,Master_Chief,1568,-9,-228,1653,-85
Teho1170,1358,-43,Rated Blitz game,King's Gambit Accepted,1,https://lichess.org/zNJ40uXc,Time forfeit,60+3,ntiy,1152,+17,438,1358,-206
MenaceMax,1331,+11,Rated Classical game,Danish Gambit Accepted,0,https://lichess.org/FYpVaSKx,Normal,300+5,Fivonachi,1394,-113,-262,1331,63
rabetabbevon,2209,+15,Rated Blitz game,Zukertort Opening,0,https://lichess.org/WtyMd2eL,Normal,180+0,Lediamov,1967,-4,-50,2209,-242
aprendiz2005,1717,-35,Rated Blitz game,English Opening,1,https://lichess.org/oG25rS3k,Normal,180+2,LogicallyCompromised,1543,+15,0,1717,-174
AdrianVeloso,2175,+8,Rated Classical game,Sicilian Defense,0,https://lichess.org/t1oE2hdn,Normal,540+0,BajaArtists,1823,-2,-92,2175,-352
obtainedmist,1616,-12,Rated Blitz game,Nimzowitsch Defense,1,https://lichess.org/k1U8nRGf,Normal,300+0,byrongagain,1561,+12,116,1616,-55
cocochess,1873,+2,Rated Bullet tournament https://lichess.org/tournament/6rJRbpuY,Bird Opening,0,https://lichess.org/bao9esv4,Time forfeit,60+0,p00p00p33p33,1426,-2,44,1873,-447
jensen7ice,1719,+12,Rated Bullet game,Sicilian Defense,0,https://lichess.org/1JkLSckz,Normal,0+1,tomi36,1786,-14,-16,1719,67
gjorque,1779,-7,Rated Blitz game,French Defense,1,https://lichess.org/2tZhZBuR,Normal,180+0,MIHALICH56,1898,+8,100,1779,119
nichiren1967,1782,-10,Rated Bullet game,English Defense #2,1,https://lichess.org/ZE3l3hsu,Time forfeit,60+0,colme,1798,+10,-9,1782,16
mozgg,1209,+10,Rated Classical game,Queen's Pawn Game,0,https://lichess.org/A6kGYrbZ,Normal,600+3,Rodrigopadron,1206,-12,91,1209,-3
chessito,1528,-4,Rated Bullet game,Zukertort Opening,1,https://lichess.org/gzw5Hkh2,Normal,120+1,ralphjos,1824,+3,50,1528,296
AATILA,1686,-8,Rated Bullet tournament https://lichess.org/tournament/6rJRbpuY,Philidor Defense #4,1,https://lichess.org/7XkKSq8D,Normal,60+0,vova351,1801,+8,-3,1686,115
ALEKS22,1704,+6,Rated Classical game,Bishop's Opening,0,https://lichess.org/Zz7WMFRA,Normal,480+0,KB5252,1553,-6,-7,1704,-151
abdalhmed,1626,+14,Rated Blitz game,Ponziani Opening,0,https://lichess.org/E7ccnbMb,Normal,300+0,tugodum,1738,-14,97,1626,112
chessace,1582,+7,Rated Blitz game,Creepy Crawly Formation,0,https://lichess.org/Zx0KuOpT,Normal,180+2,chessboy1000,1451,-8,-37,1582,-131
Kappa123,1447,+34,Rated Blitz game,Sicilian Defense,0,https://lichess.org/f6iwKhxs,Normal,240+1,bizugo,1504,-12,9,1447,57
YakutskCity,1199,-11,Rated Classical game,Italian Game,1,https://lichess.org/uVcDDIDz,Normal,480+0,Snowden,1588,+3,255,1199,389
Master_Chief,1559,-7,Rated Bullet game,French Defense,1,https://lichess.org/BN3JJ6OK,Time forfeit,60+0,Rahstah,1661,+8,113,1559,102
Dcollins,1809,-10,Rated Blitz game,Sicilian Defense,2,https://lichess.org/K3nlY9vl,Normal,300+3,juanelo333,1437,+10,10,1809,-372
sptk,1351,+8,Rated Classical game,Queen's Pawn Game #2,0,https://lichess.org/kvvi94L7,Time forfeit,1800+0,babayaga,1248,-10,87,1351,-103
Aurorachess58,1814,+5,Rated Bullet tournament https://lichess.org/tournament/6rJRbpuY,French Defense #2,0,https://lichess.org/DixieOZB,Time forfeit,60+0,vic7,1545,-4,-21,1814,-269
raqraq,1500,-7,Rated Classical game,Polish Opening,1,https://lichess.org/Fo3jUWZY,Time forfeit,300+5,fantantric,1637,+7,70,1500,137
sbs55,1708,+9,Rated Blitz game,Four Knights Game,0,https://lichess.org/FxxX0whQ,Time forfeit,300+0,abdalhmed,1640,-8,48,1708,-68
tugodum,1724,-14,Rated Blitz game,Vienna Game,1,https://lichess.org/rjpxTYFj,Normal,300+1,nicolous,1638,+13,173,1724,-86
MATH_ERROR,1922,-8,Rated Bullet game,Mieses Opening,1,https://lichess.org/CKHOFsmL,Time forfeit,0+1,QxQMate,2015,+9,0,1922,93
SenatorDakotaFanning,1823,-13,Rated Blitz game,Slav Defense,1,https://lichess.org/GLu62MKk,Normal,180+2,mime45,1750,+13,-9,1823,-73
vucetica,1199,-19,Rated Blitz game,Italian Game,1,https://lichess.org/Fa865dxh,Normal,180+0,polyakov,1384,+6,428,1199,185
olegasD,1690,-6,Rated Bullet tournament https://lichess.org/tournament/6rJRbpuY,Caro-Kann Defense,1,https://lichess.org/Y0lDNNFK,Time forfeit,60+0,cocochess,1875,+8,68,1690,185
jensen7ice,1731,+11,Rated Bullet game,Sicilian Defense,0,https://lichess.org/wGm19bGj,Time forfeit,0+1,tomi36,1772,-14,76,1731,41
leojustino,1432,+11,Rated Classical game,Slav Defense #2,0,https://lichess.org/piAy8Zp2,Normal,300+5,Byuzich,1439,-11,159,1432,7
sjgarcia82,1742,-9,Rated Blitz game,Caro-Kann Defense,1,https://lichess.org/BE8j3TKw,Normal,300+0,rjcdagas,1811,+9,-43,1742,69
MATH_ERROR,1931,-9,Rated Bullet game,Mieses Opening,1,https://lichess.org/Nf3wzf08,Time forfeit,0+1,QxQMate,2006,+9,101,1931,75
Vlast777,1627,-57,Rated Classical game,French Defense,1,https://lichess.org/H397HeD2,Normal,780+7,evgen464,1576,+12,87,1627,-51
champtazz14,1873,+7,Rated Classical game,Queen's Pawn Game,0,https://lichess.org/B21EO30e,Time forfeit,900+5,demolation,1711,-6,-43,1873,-162
denic-0999,1446,+9,Rated Blitz game,Pirc Defense #2,0,https://lichess.org/haYlil80,Normal,300+0,chanakya,1392,-10,18,1446,-54
Kapsarov,1825,-10,Rated Bullet game,Italian Game,1,https://lichess.org/gCJoFfxC,Time forfeit,60+0,Divine_Matrix,1880,+9,95,1825,55
stuart59,1530,-6,Rated Classical game,Queen's Gambit Accepted,1,https://lichess.org/nsLovDRQ,Normal,720+0,OnlyAPawnInTheirGame,1696,+7,12,1530,166
sausky77,1653,-4,Rated Blitz game,Queen's Pawn Game #2,1,https://lichess.org/DSPC95qN,Normal,300+0,knucklesthebully,1932,+6,59,1653,279
colme,1808,-12,Rated Bullet game,Sicilian Defense,1,https://lichess.org/NT7DOPIX,Normal,60+0,nichiren1967,1772,+11,114,1808,-36
cyrusharding,1442,-16,Rated Classical game,Gedult's Opening,1,https://lichess.org/daFk3bvF,Normal,780+10,HistoryRocks,1299,+15,1263,1442,-143
ntiy,1169,-7,Rated Blitz game,Caro-Kann Defense,1,https://lichess.org/rG4vhnTg,Normal,60+3,Teho1170,1315,+16,-12,1169,146
bryanbegu,1495,+16,Rated Blitz game,Horwitz Defense,0,https://lichess.org/tnUlM10R,Normal,120+6,y59,1613,-15,63,1495,118
ralphjos,1827,+11,Rated Bullet game,Mikenas Defense,0,https://lichess.org/ZDdGRvpl,Normal,60+0,hacialolejos,1778,-11,51,1827,-49
grashit49,1620,+7,Rated Blitz game,Queen's Pawn Game,0,https://lichess.org/PlDwzQxx,Normal,300+4,gavriel32,1474,-7,2,1620,-146
AATILA,1678,-7,Rated Bullet tournament https://lichess.org/tournament/6rJRbpuY,King's Pawn Game,1,https://lichess.org/AaqIiKBo,Time forfeit,60+0,Aurorachess58,1819,+8,82,1678,141
axmed1938,1720,+6,Rated Classical game,Scandinavian Defense,0,https://lichess.org/pvq74xUI,Normal,600+8,marceloromero,1564,-7,70,1720,-156
rapinex,1500,-266,Rated Blitz game,Queen's Pawn Game,1,https://lichess.org/vudFUJJl,Time forfeit,180+0,ltfrsd,1320,+81,458,1500,-180
stanislav12,2098,-14,Rated Bullet game,Zukertort Opening,1,https://lichess.org/N4cFJlDT,Time forfeit,0+1,QxQMate,2024,+15,46,2098,-74
jrui,1264,-5,Rated Classical game,Queen's Pawn Game,1,https://lichess.org/JYXIMLQA,Normal,480+0,Wacman1389,1475,+5,33,1264,211
CarlosBonfiglio,1542,+17,Rated Blitz game,Owen Defense,0,https://lichess.org/e8GesaB4,Normal,180+0,man2014,1665,-15,60,1542,123
Rahstah,1669,-14,Rated Bullet game,Nimzo-Larsen Attack,1,https://lichess.org/mCtLj0Il,Time forfeit,60+0,Master_Chief,1552,+14,-1,1669,-117
nicksart,1519,+5,Rated Blitz game,Queen's Pawn Game,0,https://lichess.org/0O9jnSHn,Time forfeit,240+1,Supersonic,1318,-5,-50,1519,-201
vucetica,1180,+45,Rated Blitz game,Bishop's Opening,0,https://lichess.org/37Q9v6oz,Normal,300+0,valerarodro,1298,-14,73,1180,118
galita,1305,+8,Rated Bullet game,Philidor Defense #2,0,https://lichess.org/YEfKSPZW,Time forfeit,60+2,noble2020,1203,-8,24,1305,-102
nichiren1967,1783,-10,Rated Bullet game,Englund Gambit Declined,1,https://lichess.org/vwylgc9c,Time forfeit,60+0,colme,1796,+11,35,1783,13
polyakov,1390,-9,Rated Blitz game,Queen's Gambit Accepted,1,https://lichess.org/qf4U7Z4U,Normal,180+0,Srael,1446,+58,213,1390,56
jfsurban,1729,+18,Rated Classical game,Queen's Pawn Game,0,https://lichess.org/Uny6SwRL,Normal,480+0,INALEVA,1985,-19,-37,1729,256
NanoT,1275,+19,Rated Bullet game,Modern Defense,0,https://lichess.org/7r6Jc5ez,Time forfeit,120+0,man2014,1535,-18,14,1275,260
titere,1630,+14,Rated Classical game,Semi-Slav Defense,0,https://lichess.org/bLOhFGCN,Time forfeit,300+5,Barkeep,1723,-18,15,1630,93
isbuni,1529,+9,Rated Classical game,Scandinavian Defense,0,https://lichess.org/WRCoYlzu,Normal,1020+8,christiancosta,1471,-10,-424,1529,-58
viared,1279,-1,Rated Blitz tournament https://lichess.org/tournament/3SvYpK2Z,Caro-Kann Defense,1,https://lichess.org/5k9m7GsI,Normal,300+0,BAHTIYAR,1949,+0,393,1279,670
kaisersoze,1471,+10,Rated Classical game,Van't Kruijs Opening,0,https://lichess.org/e6W2JECa,Normal,3600+0,utilisateur,1453,-12,79,1471,-18
s138110,1375,-6,Rated Blitz tournament https://lichess.org/tournament/3SvYpK2Z,Bird Opening,1,https://lichess.org/uGkTQTMF,Normal,300+0,p00p00p33p33,1544,+8,-65,1375,169
BostonMark01,1442,-12,Rated Classical game,St. George Defense,1,https://lichess.org/NH1kZqBf,Normal,900+0,Paresseux,1416,+11,143,1442,-26
julianpope,1379,-20,Rated Classical game,Nimzowitsch Defense,1,https://lichess.org/aVgg9tbD,Normal,300+8,LiyLi,1440,+9,238,1379,61
baladhars,1464,+16,Rated Classical game,French Defense,0,https://lichess.org/Gw73Jp9V,Normal,480+7,Maluma,1691,-74,39,1464,227
Kapsarov,1815,-4,Rated Bullet game,Mieses Opening,1,https://lichess.org/mHtuuh5H,Time forfeit,0+1,QxQMate,2039,+5,175,1815,224
gjorque,1772,+9,Rated Blitz game,Four Knights Game,0,https://lichess.org/kv2G2sWu,Normal,180+0,Bouchard,1713,-9,13,1772,-59
Lediamov,1963,-5,Rated Blitz game,Nimzo-Indian Defense,1,https://lichess.org/4DhpOOtu,Normal,180+0,rabetabbevon,2224,+12,189,1963,261
Krochnoi,1984,+4,Rated Classical game,Sicilian Defense,0,https://lichess.org/SuKcPI4R,Normal,600+5,haratlalu672,1707,-4,79,1984,-277
ralphjos,1838,-10,Rated Bullet game,Four Knights Game,1,https://lichess.org/pq3KTQHd,Time forfeit,60+0,Divine_Matrix,1889,+10,-27,1838,51
ELangecker,1472,-13,Rated Classical game,French Defense,1,https://lichess.org/dByJtnuG,Normal,1200+1,wva,1409,+13,22,1472,-63
patolomeu,1527,+8,Rated Blitz game,Clemenz Opening,0,https://lichess.org/Xo4rDyre,Time forfeit,240+0,chessboy1000,1443,-10,17,1527,-84
Boria,1449,+12,Rated Classical game,Robatsch (Modern) Defense,0,https://lichess.org/eNQwHri3,Normal,300+15,hernype,1444,-10,-54,1449,-5
zecoquinho666,1366,-7,Rated Blitz tournament https://lichess.org/tournament/3SvYpK2Z,Ruy Lopez,1,https://lichess.org/IcSZo6VD,Time forfeit,300+0,Pichafrita,1559,+6,281,1366,193
KB5252,1547,-7,Rated Classical game,Bishop's Opening,1,https://lichess.org/zCelD3pW,Normal,480+0,ALEKS22,1710,+7,16,1547,163
Master_Chief,1566,-8,Rated Bullet game,Modern Defense,1,https://lichess.org/rLiH9683,Time forfeit,60+0,Rahstah,1655,+8,64,1566,89
nicolous,1651,+12,Rated Blitz game,Sicilian Defense,0,https://lichess.org/ixUcTdZ2,Normal,300+1,tugodum,1710,-14,-63,1651,59
mime45,1763,-10,Rated Blitz game,Sicilian Defense,1,https://lichess.org/tFKSA5A7,Normal,180+2,SenatorDakotaFanning,1810,+9,37,1763,47
joerey,1669,-7,Rated Classical game,King's Gambit Accepted,1,https://lichess.org/8nbLtDan,Normal,600+5,MIRO-PA,1814,+8,-18,1669,145
cocochess,1883,-16,Rated Bullet game,Sicilian Defense,1,https://lichess.org/zFNdHdli,Time forfeit,60+0,otstavnik60,1837,+12,9,1883,-46
maltsev_vladimir,1670,+11,Rated Blitz game,Horwitz Defense,0,https://lichess.org/fi6E8xaK,Normal,300+0,Gambito13193,1655,-10,97,1670,-15
gramo,1458,-7,Rated Blitz tournament https://lichess.org/tournament/3SvYpK2Z,Danish Gambit,1,https://lichess.org/z9kG25rp,Normal,300+0,Mate1,1611,+7,717,1458,153
